id,is_collaborative_post,tagged_users,likes_count,Reel_view_count,Reel_duration,commentsCount,Reel_play_count,type,timestamp,is_sponsored
2.17E+18,,,1104,0,115.8,32,,Reel,2019-11-05T12:05:12.000Z,FALSE
2.18E+18,,,2467,,,15,,Image,2019-11-14T16:55:16.000Z,FALSE
2.19E+18,,,1535,,,22,,Image,2019-12-03T08:51:35.000Z,FALSE
2.12E+18,,,1010,1,136.3,20,,Reel,2019-08-21T08:57:52.000Z,FALSE
2.17E+18,,,1965,,,21,,Image,2019-11-03T14:29:36.000Z,FALSE
2.13E+18,,,1265,,,10,,Image,2019-09-10T02:53:10.000Z,FALSE
2.11E+18,,,1151,,,11,,carousel,2019-08-12T17:07:01.000Z,FALSE
2.14E+18,,,1665,,,42,,Image,2019-09-26T18:32:36.000Z,FALSE
2.17E+18,,,1631,,,7,,Image,2019-10-31T05:36:35.000Z,FALSE
2.11E+18,,,2221,,,27,,Image,2019-08-11T04:51:33.000Z,FALSE
2.12E+18,,,943,,,9,,Image,2019-08-29T09:30:43.000Z,FALSE
2.15E+18,,,684,,,3,,Image,2019-10-14T08:03:08.000Z,FALSE
2.11E+18,,,1318,,,20,,Image,2019-08-14T04:51:58.000Z,FALSE
2.11E+18,,,1382,,,26,,Image,2019-08-07T09:26:27.000Z,FALSE
2.13E+18,,,1322,,,12,,Image,2019-09-10T13:08:59.000Z,FALSE
2.10E+18,,,687,0,122.4,9,,Reel,2019-08-06T06:39:29.000Z,FALSE
2.10E+18,,,952,0,15.5,14,,Reel,2019-07-28T19:58:22.000Z,FALSE
2.10E+18,,,2119,,,60,,Image,2019-07-25T10:21:10.000Z,FALSE
2.10E+18,,,642,,,11,,Image,2019-07-25T05:07:58.000Z,FALSE
2.10E+18,,,2214,,,29,,Image,2019-07-26T09:33:48.000Z,FALSE
2.10E+18,,,1024,0,82.9,31,,Reel,2019-07-31T02:37:28.000Z,FALSE
2.10E+18,,,2673,,,27,,Image,2019-08-01T15:55:08.000Z,FALSE
2.09E+18,,,757,,,21,,Image,2019-07-22T14:24:37.000Z,FALSE
2.10E+18,,,1311,,,19,,Image,2019-07-29T15:28:18.000Z,FALSE
2.10E+18,,,25018,,,46,,Image,2019-08-04T16:30:01.000Z,FALSE
2.10E+18,,,552,0,131.766,4,,Reel,2019-08-05T03:51:49.000Z,FALSE
2.09E+18,,,1572,,,47,,Image,2019-07-22T05:45:31.000Z,FALSE
2.09E+18,,tagged_post,992,,,11,,Image,2019-07-10T16:17:06.000Z,FALSE
2.06E+18,,,767,,,2,,Image,2019-06-11T04:00:03.000Z,FALSE
2.06E+18,,,714,,,3,,Image,2019-06-09T14:55:47.000Z,FALSE
2.06E+18,,,860,,,4,,Image,2019-06-09T13:58:40.000Z,FALSE
2.06E+18,,,457,,,1,,Image,2019-06-09T05:26:20.000Z,FALSE
2.08E+18,,,876,,,14,,Image,2019-07-07T16:35:42.000Z,FALSE
2.06E+18,,,426,,,0,,Image,2019-06-09T05:24:02.000Z,FALSE
2.09E+18,,,1827,,,27,,Image,2019-07-21T11:14:59.000Z,FALSE
2.07E+18,,,2246,,,5,,Image,2019-06-22T08:01:23.000Z,FALSE
2.06E+18,,,733,,,6,,Image,2019-06-09T05:23:18.000Z,FALSE
2.06E+18,,,553,,,1,,Image,2019-06-09T05:25:03.000Z,FALSE
2.09E+18,,,1521,,,31,,Image,2019-07-14T16:33:25.000Z,FALSE
2.06E+18,,,1249,,,10,,Image,2019-06-03T10:55:03.000Z,FALSE
2.06E+18,,,502,,,0,,Image,2019-06-06T07:32:04.000Z,FALSE
2.06E+18,,,971,,,2,,Image,2019-06-09T05:21:55.000Z,FALSE
2.06E+18,,,822,,,5,,Image,2019-06-06T07:36:37.000Z,FALSE
2.06E+18,,,539,,,1,,Image,2019-06-06T07:35:17.000Z,FALSE
2.06E+18,,,1208,,,14,,Image,2019-06-08T15:55:53.000Z,FALSE
2.06E+18,,,889,,,2,,Image,2019-06-06T07:33:46.000Z,FALSE
2.06E+18,,,919,,,5,,Image,2019-06-06T07:31:08.000Z,FALSE
2.06E+18,,,618,,,3,,Image,2019-06-03T04:51:01.000Z,FALSE
2.06E+18,,,1000,,,3,,Image,2019-06-05T11:27:33.000Z,FALSE
2.06E+18,,,1596,,,25,,carousel,2019-06-04T04:51:10.000Z,FALSE
2.06E+18,,,1396,,,13,,Image,2019-06-02T18:03:19.000Z,FALSE
2.06E+18,,,1082,,,7,,Image,2019-06-03T04:48:00.000Z,FALSE
2.06E+18,,,818,,,3,,Image,2019-06-02T04:27:09.000Z,FALSE
2.06E+18,,,1508,,,6,,Image,2019-06-01T14:25:37.000Z,FALSE
2.06E+18,,,1387,,,9,,Image,2019-06-02T11:54:04.000Z,FALSE
2.06E+18,,,847,,,6,,Image,2019-06-03T04:46:51.000Z,FALSE
2.06E+18,,,1826,,,20,,Image,2019-06-03T04:45:40.000Z,FALSE
2.06E+18,,,1387,,,4,,Image,2019-06-02T04:32:36.000Z,FALSE
2.06E+18,,,953,,,5,,Image,2019-06-02T04:29:02.000Z,FALSE
2.06E+18,,,713,,,0,,Image,2019-06-03T04:49:52.000Z,FALSE
2.06E+18,,,1471,,,12,,Image,2019-06-02T18:35:54.000Z,FALSE
2.06E+18,,,875,,,8,,Image,2019-06-02T04:30:58.000Z,FALSE
2.06E+18,,,1195,,,1,,Image,2019-06-01T03:10:17.000Z,FALSE
2.06E+18,,,1252,,,6,,Image,2019-05-31T17:28:54.000Z,FALSE
2.06E+18,,,654,,,2,,Image,2019-06-01T03:07:53.000Z,FALSE
2.06E+18,,,2660,,,28,,Image,2019-06-01T03:15:39.000Z,FALSE
2.06E+18,,,478,1,22.866,3,,Reel,2019-05-31T17:55:20.000Z,FALSE
2.06E+18,,,1818,,,8,,Image,2019-06-01T03:13:06.000Z,FALSE
2.07E+18,,,2246,,,5,,Image,2019-06-22T08:01:23.000Z,FALSE
2.06E+18,,,1215,,,4,,Image,2019-05-30T11:13:44.000Z,FALSE
2.06E+18,,,1420,,,10,,Image,2019-05-31T08:29:51.000Z,FALSE
2.06E+18,,,920,,,5,,Image,2019-05-30T07:51:53.000Z,FALSE
2.06E+18,,,1140,,,3,,Image,2019-05-31T17:30:49.000Z,FALSE
2.06E+18,,,921,,,3,,Image,2019-05-31T05:52:02.000Z,FALSE
2.06E+18,,,1805,,,12,,Image,2019-05-30T15:46:39.000Z,FALSE
2.06E+18,,,793,,,1,,carousel,2019-06-05T07:18:40.000Z,FALSE
2.06E+18,,,1274,,,13,,Image,2019-05-30T06:29:24.000Z,FALSE
2.05E+18,,,1311,,,12,,Image,2019-05-28T17:38:43.000Z,FALSE
2.05E+18,,,1852,,,17,,Image,2019-05-29T16:03:36.000Z,FALSE
2.05E+18,,,874,1,60,36,,Reel,2019-05-26T09:24:57.000Z,FALSE
2.06E+18,,,1422,,,9,,carousel,2019-05-30T07:00:07.000Z,FALSE
2.02E+18,,,645,0,12.1,13,,Reel,2019-04-10T08:05:11.000Z,FALSE
2.05E+18,,,1223,2,60,44,,Reel,2019-05-20T09:51:28.000Z,FALSE
2.01E+18,,,738,,,17,,Image,2019-03-27T09:01:03.000Z,FALSE
2.05E+18,,,2180,,,15,,carousel,2019-05-28T21:47:38.000Z,FALSE
2.01E+18,,,1978,1,48.2,12,,Reel,2019-03-27T04:42:47.000Z,FALSE
2.02E+18,,,1039,,,22,,Image,2019-04-06T20:04:36.000Z,FALSE
2.00E+18,,,1000,0,43.133,29,,Reel,2019-03-18T08:42:32.000Z,FALSE
2.00E+18,,,985,1,25.733,15,,Reel,2019-03-09T11:12:30.000Z,FALSE
2.00E+18,,,3658,1,56.566,27,,Reel,2019-03-11T11:49:09.000Z,FALSE
1.98E+18,,,1577,,,37,,Image,2019-02-11T16:16:10.000Z,FALSE
2.01E+18,,,1181,,,41,,Image,2019-03-25T15:28:15.000Z,FALSE
1.98E+18,,,1970,,,36,,Image,2019-02-13T04:56:39.000Z,FALSE
1.97E+18,,,1392,,,4,,Image,2019-02-08T17:36:16.000Z,FALSE
2.00E+18,,,578,,,18,,Image,2019-03-08T14:52:02.000Z,FALSE
1.98E+18,,,827,,,17,,Image,2019-02-14T08:20:29.000Z,FALSE
1.97E+18,,,1234,,,6,,Image,2019-02-01T07:35:02.000Z,FALSE
1.97E+18,,,1299,,,61,,Image,2019-02-04T16:04:06.000Z,FALSE
1.97E+18,,,1962,,,15,,Image,2019-02-01T07:00:13.000Z,FALSE
1.95E+18,,,793,,,10,,Image,2019-01-06T14:34:13.000Z,FALSE
1.97E+18,,,1322,,,24,,Image,2019-01-31T12:27:04.000Z,FALSE
1.95E+18,,,993,,,3,,Image,2019-01-09T11:54:44.000Z,FALSE
1.95E+18,,,607,,,6,,Image,2019-01-01T05:55:30.000Z,FALSE
1.95E+18,,,2696,,,22,,Image,2019-01-11T13:21:27.000Z,FALSE
1.96E+18,,,1690,,,13,,carousel,2019-01-13T06:13:40.000Z,FALSE
1.95E+18,,,1008,,,10,,Image,2018-12-30T16:12:31.000Z,FALSE
2.05E+18,,,2253,,,24,,carousel,2019-05-29T13:26:05.000Z,FALSE
1.96E+18,,,1344,,,15,,Image,2019-01-23T04:17:48.000Z,FALSE
1.97E+18,,,492,,,8,,Image,2019-01-30T13:40:09.000Z,FALSE
1.95E+18,,,336,,,3,,Image,2018-12-30T10:34:53.000Z,FALSE
1.95E+18,,,1127,,,12,,Image,2018-12-30T10:26:40.000Z,FALSE
1.94E+18,,,574,,,1,,Image,2018-12-28T13:52:23.000Z,FALSE
1.94E+18,,,1065,,,21,,Image,2018-12-24T22:20:49.000Z,FALSE
1.94E+18,,,722,,,36,,Image,2018-12-27T16:15:21.000Z,FALSE
1.94E+18,,,1004,,,6,,Image,2018-12-26T06:23:17.000Z,FALSE
1.94E+18,,,1084,,,11,,Image,2018-12-28T13:48:19.000Z,FALSE
1.94E+18,,,580,,,8,,Image,2018-12-28T13:46:31.000Z,FALSE
1.94E+18,,,715,,,8,,Image,2018-12-26T13:56:12.000Z,FALSE
1.94E+18,,,598,,,6,,Image,2018-12-26T00:26:09.000Z,FALSE
1.94E+18,,,1408,,,17,,Image,2018-12-24T02:44:50.000Z,FALSE
1.94E+18,,,677,,,6,,Image,2018-12-24T03:46:45.000Z,FALSE
1.94E+18,,,1111,,,27,,Image,2018-12-26T05:20:02.000Z,FALSE
1.94E+18,,,897,,,7,,Image,2018-12-24T02:41:29.000Z,FALSE
1.94E+18,,,1204,,,20,,Image,2018-12-23T13:49:46.000Z,FALSE
1.93E+18,,,1301,,,16,,Image,2018-12-12T13:27:58.000Z,FALSE
1.94E+18,,,1384,,,22,,Image,2018-12-22T06:17:10.000Z,FALSE
1.94E+18,,,754,,,14,,Image,2018-12-20T15:13:18.000Z,FALSE
1.94E+18,,,1181,,,33,,Image,2018-12-22T07:12:28.000Z,FALSE
1.93E+18,,,722,,,6,,Image,2018-12-08T10:52:18.000Z,FALSE
1.91E+18,,,1363,,,28,,Image,2018-11-12T13:25:22.000Z,FALSE
1.94E+18,,,1455,,,21,,Image,2018-12-23T01:42:21.000Z,FALSE
1.91E+18,,,991,,,30,,Image,2018-11-05T12:54:50.000Z,FALSE
1.92E+18,,,831,,,13,,Image,2018-11-19T11:12:43.000Z,FALSE
1.91E+18,,,1122,,,21,,Image,2018-11-06T19:24:05.000Z,FALSE
1.94E+18,,,1082,,,20,,Image,2018-12-23T09:31:21.000Z,FALSE
1.94E+18,,,597,5,6.833,7,,Reel,2018-12-28T13:51:23.000Z,FALSE
1.87E+18,,,533,,,3,,Image,2018-09-12T03:47:20.000Z,FALSE
1.90E+18,,,774,4,59.967,42,,Reel,2018-10-22T15:02:40.000Z,FALSE
1.87E+18,,,727,,,19,,Image,2018-09-11T13:31:14.000Z,FALSE
1.90E+18,,,748,,,2,,Image,2018-10-22T08:24:41.000Z,FALSE
1.89E+18,,,947,,,7,,Image,2018-10-17T03:14:33.000Z,FALSE
1.85E+18,,,292,0,9.233,3,,Reel,2018-08-25T05:04:04.000Z,FALSE
1.87E+18,,,705,,,6,,Image,2018-09-21T11:59:30.000Z,FALSE
1.86E+18,,,622,,,18,,Image,2018-08-29T14:12:14.000Z,FALSE
1.86E+18,,,381,,,5,,Image,2018-09-01T07:37:48.000Z,FALSE
1.87E+18,,,712,,,15,,Image,2018-09-13T05:05:00.000Z,FALSE
1.90E+18,,,1568,,,8,,carousel,2018-10-22T08:27:21.000Z,FALSE
1.85E+18,,,649,,,21,,Image,2018-08-25T04:41:01.000Z,FALSE
1.82E+18,,,479,,,11,,Image,2018-07-14T05:53:38.000Z,FALSE
1.84E+18,,,757,,,13,,Image,2018-08-12T17:03:37.000Z,FALSE
1.85E+18,,,305,,,5,,Image,2018-08-22T08:31:50.000Z,FALSE
1.84E+18,,,608,,,38,,Image,2018-08-02T12:44:19.000Z,FALSE
1.85E+18,,,351,0,6.7,5,,Reel,2018-08-20T08:48:43.000Z,FALSE
1.84E+18,,,593,,,14,,Image,2018-08-03T20:10:20.000Z,FALSE
1.89E+18,,,683,1,6.5,16,,Reel,2018-10-16T16:10:19.000Z,FALSE
1.82E+18,,,541,,,12,,Image,2018-07-08T05:08:18.000Z,FALSE
1.84E+18,,,701,,,40,,Image,2018-08-13T09:16:19.000Z,FALSE
1.85E+18,,,526,,,4,,Image,2018-08-18T09:42:31.000Z,FALSE
1.81E+18,,,577,,,16,,Image,2018-06-26T06:15:54.000Z,FALSE
1.81E+18,,,558,,,20,,Image,2018-06-29T13:28:27.000Z,FALSE
1.80E+18,,,318,0,2.7,11,,Reel,2018-06-15T15:45:42.000Z,FALSE
1.79E+18,,,401,,,8,,Image,2018-06-03T11:02:31.000Z,FALSE
1.80E+18,,,316,,,1,,Image,2018-06-06T17:58:45.000Z,FALSE
1.79E+18,,,185,,,0,,Image,2018-06-01T15:55:29.000Z,FALSE
1.80E+18,,,505,,,7,,Image,2018-06-06T18:30:07.000Z,FALSE
1.81E+18,,,684,,,28,,Image,2018-06-25T08:49:19.000Z,FALSE
1.79E+18,,,428,,,3,,Image,2018-06-04T05:10:10.000Z,FALSE
1.81E+18,,,610,,,21,,Image,2018-06-27T04:27:51.000Z,FALSE
1.81E+18,,,724,,,27,,Image,2018-06-23T15:10:59.000Z,FALSE
1.82E+18,,,476,,,4,,Image,2018-07-09T06:09:58.000Z,FALSE
1.79E+18,,,310,,,0,,Image,2018-06-01T11:25:27.000Z,FALSE
1.79E+18,,,256,,,2,,Image,2018-06-01T15:54:02.000Z,FALSE
1.79E+18,,,381,,,7,,Image,2018-05-27T16:28:48.000Z,FALSE
1.79E+18,,,400,,,3,,Image,2018-05-29T19:34:32.000Z,FALSE
1.79E+18,,,224,0,15.333,4,,Reel,2018-05-27T16:28:36.000Z,FALSE
1.79E+18,,,180,0,35.633,0,,Reel,2018-06-01T04:36:43.000Z,FALSE
1.79E+18,,,390,,,5,,Image,2018-05-30T17:05:36.000Z,FALSE
1.79E+18,,,239,,,1,,Image,2018-05-29T05:58:18.000Z,FALSE
1.79E+18,,,361,,,7,,carousel,2018-05-28T16:09:46.000Z,FALSE
1.79E+18,,,266,,,1,,Image,2018-06-01T07:33:59.000Z,FALSE
1.79E+18,,,480,,,14,,Image,2018-06-01T09:25:07.000Z,FALSE
1.83E+18,,,486,,,17,,Image,2018-07-17T16:51:14.000Z,FALSE
1.79E+18,,,238,,,0,,Image,2018-05-27T16:20:00.000Z,FALSE
1.79E+18,,,264,,,2,,Image,2018-05-25T17:16:06.000Z,FALSE
1.79E+18,,,397,,,6,,Image,2018-05-24T06:46:58.000Z,FALSE
1.79E+18,,,414,,,6,,Image,2018-05-23T13:44:01.000Z,FALSE
1.79E+18,,,450,,,10,,carousel,2018-05-26T07:36:33.000Z,FALSE
1.79E+18,,,290,,,4,,Image,2018-05-26T17:43:44.000Z,FALSE
1.79E+18,,,336,,,5,,Image,2018-05-24T06:54:50.000Z,FALSE
1.79E+18,,,286,,,4,,Image,2018-05-26T18:08:56.000Z,FALSE
1.79E+18,,,372,,,4,,Image,2018-05-23T13:45:17.000Z,FALSE
1.79E+18,,,300,,,11,,Image,2018-05-25T18:19:11.000Z,FALSE
1.79E+18,,,294,,,2,,Image,2018-05-27T12:58:51.000Z,FALSE
1.79E+18,,,654,,,41,,Image,2018-05-23T13:47:43.000Z,FALSE
1.79E+18,,,289,,,3,,Image,2018-05-23T13:41:52.000Z,FALSE
1.78E+18,,,478,,,7,,Image,2018-05-18T19:29:44.000Z,FALSE
1.78E+18,,,408,,,6,,Image,2018-05-20T03:47:24.000Z,FALSE
1.78E+18,,,471,,,10,,Image,2018-05-22T03:43:07.000Z,FALSE
1.79E+18,,,340,,,5,,Image,2018-05-23T01:32:41.000Z,FALSE
1.78E+18,,,217,1,8.333,7,,Reel,2018-05-19T04:51:43.000Z,FALSE
1.78E+18,,,267,,,3,,Image,2018-05-19T03:12:18.000Z,FALSE
1.78E+18,,,303,3,10.966,7,,Reel,2018-05-22T03:29:16.000Z,FALSE
1.78E+18,,,414,,,8,,Image,2018-05-18T03:36:15.000Z,FALSE
1.78E+18,,,421,,,8,,Image,2018-05-21T14:02:22.000Z,FALSE
1.78E+18,,,341,,,19,,Image,2018-05-20T02:22:22.000Z,FALSE
1.79E+18,,,425,,,8,,Image,2018-06-02T17:17:17.000Z,FALSE
1.78E+18,,,286,,,4,,Image,2018-05-20T18:51:54.000Z,FALSE
1.78E+18,,,385,,,9,,Image,2018-05-16T12:17:42.000Z,FALSE
1.78E+18,,,457,,,15,,Image,2018-05-15T10:32:07.000Z,FALSE
1.78E+18,,,278,,,9,,carousel,2018-05-11T07:20:52.000Z,FALSE
1.75E+18,,,287,,,4,,Image,2018-04-10T04:56:15.000Z,FALSE
1.74E+18,,,430,,,2,,Image,2018-03-17T12:32:32.000Z,FALSE
1.76E+18,,,317,,,5,,Image,2018-04-11T10:43:51.000Z,FALSE
1.74E+18,,,272,,,2,,Image,2018-03-17T13:12:02.000Z,FALSE
1.78E+18,,,386,,,6,,Image,2018-05-15T10:33:59.000Z,FALSE
1.78E+18,,,296,1,37.2,16,,Reel,2018-05-11T07:40:15.000Z,FALSE
1.75E+18,,,392,,,17,,Image,2018-04-09T18:57:53.000Z,FALSE
1.74E+18,,,421,,,9,,carousel,2018-03-21T05:53:01.000Z,FALSE
1.76E+18,,,323,,,4,,Image,2018-04-12T15:36:56.000Z,FALSE
1.76E+18,,,522,,,38,,Image,2018-04-20T12:16:18.000Z,FALSE
1.72E+18,,,265,,,12,,Image,2018-02-28T12:18:13.000Z,FALSE
1.72E+18,,,337,,,10,,Image,2018-02-28T14:23:45.000Z,FALSE
1.73E+18,,,404,,,16,,Image,2018-03-10T13:52:55.000Z,FALSE
1.73E+18,,,271,,,5,,Image,2018-03-05T12:46:35.000Z,FALSE
1.73E+18,,,311,1,7.233,12,,Reel,2018-03-11T10:22:03.000Z,FALSE
1.73E+18,,,257,,,10,,Image,2018-03-02T15:58:58.000Z,FALSE
1.74E+18,,,291,,,8,,Image,2018-03-16T01:01:17.000Z,FALSE
1.73E+18,,,266,,,8,,Image,2018-03-01T14:44:50.000Z,FALSE
1.73E+18,,,257,,,4,,Image,2018-03-01T07:39:00.000Z,FALSE
1.73E+18,,,254,,,9,,Image,2018-03-02T09:10:57.000Z,FALSE
1.73E+18,,,354,,,4,,Image,2018-03-13T10:43:36.000Z,FALSE
1.73E+18,,,396,,,4,,Image,2018-03-10T01:05:00.000Z,FALSE
1.71E+18,,,330,,,4,,Image,2018-02-14T13:40:14.000Z,FALSE
1.71E+18,,,410,,,15,,Image,2018-02-05T12:34:38.000Z,FALSE
1.71E+18,,,381,,,9,,Image,2018-02-03T14:43:34.000Z,FALSE
1.71E+18,,,341,,,15,,Image,2018-02-10T17:06:17.000Z,FALSE
1.71E+18,,,332,,,4,,Image,2018-02-09T13:27:46.000Z,FALSE
1.71E+18,,,367,,,5,,Image,2018-02-08T07:31:08.000Z,FALSE
1.71E+18,,,357,,,11,,Image,2018-02-13T13:47:30.000Z,FALSE
1.71E+18,,,329,,,2,,Image,2018-02-04T14:51:03.000Z,FALSE
1.71E+18,,,287,,,2,,Image,2018-02-14T22:27:04.000Z,FALSE
1.71E+18,,,314,,,3,,Image,2018-02-13T13:48:27.000Z,FALSE
1.71E+18,,,225,,,2,,Image,2018-02-04T14:40:26.000Z,FALSE
1.70E+18,,,346,,,8,,Image,2018-01-26T14:23:16.000Z,FALSE
1.69E+18,,,295,,,9,,Image,2018-01-14T02:55:31.000Z,FALSE
1.69E+18,,,312,,,3,,Image,2018-01-15T05:34:31.000Z,FALSE
1.70E+18,,,202,,,3,,Image,2018-01-21T13:23:35.000Z,FALSE
1.71E+18,,,248,,,5,,Image,2018-02-03T13:51:30.000Z,FALSE
1.70E+18,,,353,,,14,,Image,2018-01-21T11:44:02.000Z,FALSE
1.70E+18,,,313,,,6,,Image,2018-01-18T12:42:26.000Z,FALSE
1.70E+18,,,198,,,1,,Image,2018-01-26T16:51:33.000Z,FALSE
1.69E+18,,,330,,,7,,Image,2018-01-14T16:38:15.000Z,FALSE
1.69E+18,,,288,,,6,,Image,2018-01-13T12:13:58.000Z,FALSE
1.69E+18,,,441,,,16,,Image,2018-01-14T12:09:29.000Z,FALSE
1.70E+18,,,298,,,6,,Image,2018-01-20T14:34:12.000Z,FALSE
1.68E+18,,,236,,,3,,Image,2018-01-03T17:32:08.000Z,FALSE
1.67E+18,,,373,,,4,,Image,2017-12-20T11:33:28.000Z,FALSE
1.67E+18,,,313,,,4,,Image,2017-12-18T12:42:04.000Z,FALSE
1.68E+18,,,218,,,3,,Image,2017-12-31T12:27:59.000Z,FALSE
1.68E+18,,,281,,,2,,Image,2017-12-30T07:15:57.000Z,FALSE
1.67E+18,,,208,,,1,,Image,2017-12-17T12:21:33.000Z,FALSE
1.67E+18,,,219,,,5,,Image,2017-12-14T11:56:02.000Z,FALSE
1.68E+18,,,169,,,1,,Image,2017-12-31T12:23:56.000Z,FALSE
1.68E+18,,,250,,,2,,Image,2017-12-29T12:45:09.000Z,FALSE
1.67E+18,,,175,,,1,,Image,2017-12-18T07:55:36.000Z,FALSE
1.68E+18,,,371,,,15,,Image,2017-12-24T15:45:29.000Z,FALSE
1.67E+18,,,196,,,3,,Image,2017-12-17T09:03:45.000Z,FALSE
1.67E+18,,,179,,,1,,Image,2017-12-08T14:32:06.000Z,FALSE
1.65E+18,,,199,,,3,,Image,2017-11-19T17:26:56.000Z,FALSE
1.66E+18,,,270,,,6,,Image,2017-11-27T18:55:07.000Z,FALSE
1.65E+18,,,249,,,1,,Image,2017-11-23T10:12:44.000Z,FALSE
1.66E+18,,,262,,,8,,Image,2017-11-24T13:33:08.000Z,FALSE
1.67E+18,,,224,,,6,,Image,2017-12-13T03:55:19.000Z,FALSE
1.65E+18,,,269,,,2,,Image,2017-11-18T10:01:07.000Z,FALSE
1.67E+18,,,285,,,2,,Image,2017-12-10T18:08:31.000Z,FALSE
1.66E+18,,,291,,,4,,Image,2017-12-04T13:11:19.000Z,FALSE
1.67E+18,,,171,,,4,,Image,2017-12-13T01:31:43.000Z,FALSE
1.65E+18,,,225,1,18.533,9,,Reel,2017-11-18T11:52:27.000Z,FALSE
1.66E+18,,,248,,,5,,Image,2017-11-26T13:51:47.000Z,FALSE
1.63E+18,,,320,,,0,,Image,2017-10-16T11:20:35.000Z,FALSE
1.65E+18,,,219,,,7,,Image,2017-11-12T17:56:55.000Z,FALSE
1.63E+18,,,270,,,9,,Image,2017-10-17T11:34:59.000Z,FALSE
1.62E+18,,,315,,,13,,Image,2017-10-13T12:15:58.000Z,FALSE
1.61E+18,,,199,,,0,,Image,2017-09-27T14:16:30.000Z,FALSE
1.64E+18,,,261,,,4,,Image,2017-11-08T13:51:42.000Z,FALSE
1.65E+18,,,222,,,1,,Image,2017-11-18T09:07:38.000Z,FALSE
1.65E+18,,tagged_post,198,,,2,,Image,2017-11-11T15:10:49.000Z,FALSE
1.61E+18,,,137,,,0,,Image,2017-09-28T09:32:19.000Z,FALSE
1.65E+18,,,241,,,3,,Image,2017-11-11T15:06:13.000Z,FALSE
1.65E+18,,,273,,,5,,Image,2017-11-18T08:14:33.000Z,FALSE
1.65E+18,,,198,,,7,,Image,2017-11-11T09:48:10.000Z,FALSE
1.72E+18,,,476,,,13,,Image,2018-02-16T22:07:20.000Z,FALSE
1.59E+18,,,135,,,0,,Image,2017-09-02T07:35:07.000Z,FALSE
1.59E+18,,,245,,,2,,Image,2017-09-02T07:42:40.000Z,FALSE
1.59E+18,,,107,,,0,,Image,2017-08-28T07:01:02.000Z,FALSE
1.60E+18,,,172,,,1,,Image,2017-09-07T17:02:48.000Z,FALSE
1.59E+18,,,199,,,1,,Image,2017-08-30T05:26:38.000Z,FALSE
1.61E+18,,,118,2,4.533,0,,Reel,2017-09-27T02:45:41.000Z,FALSE
1.60E+18,,,144,1,7.3,1,,Reel,2017-09-11T19:33:01.000Z,FALSE
1.59E+18,,,164,,,0,,Image,2017-08-28T16:33:41.000Z,FALSE
1.59E+18,,,203,,,1,,Image,2017-08-25T03:20:23.000Z,FALSE
1.59E+18,,,150,,,1,,Image,2017-08-29T10:47:13.000Z,FALSE
1.60E+18,,,190,,,2,,Image,2017-09-04T13:08:24.000Z,FALSE
1.58E+18,,tagged_post,162,,,1,,Image,2017-08-13T14:03:24.000Z,FALSE
1.58E+18,,,127,,,1,,Image,2017-08-11T01:19:07.000Z,FALSE
1.58E+18,,,122,,,0,,Image,2017-08-18T14:08:31.000Z,FALSE
1.57E+18,,,198,,,0,,Image,2017-07-30T16:40:48.000Z,FALSE
1.61E+18,,,233,,,1,,Image,2017-09-27T10:55:17.000Z,FALSE
1.57E+18,,,160,,,0,,Image,2017-08-02T08:38:18.000Z,FALSE
1.57E+18,,,197,,,5,,Image,2017-08-02T05:33:19.000Z,FALSE
1.59E+18,,,229,,,6,,Image,2017-08-25T03:08:43.000Z,FALSE
1.59E+18,,,160,,,0,,Image,2017-08-20T13:45:36.000Z,FALSE
1.56E+18,,,158,,,2,,Image,2017-07-15T16:47:23.000Z,FALSE
1.57E+18,,,179,,,3,,Image,2017-07-30T16:00:21.000Z,FALSE
1.58E+18,,,126,,,0,,Image,2017-08-18T14:14:15.000Z,FALSE
1.50E+18,,,234,,,3,,Image,2017-04-22T14:22:28.000Z,FALSE
1.50E+18,,,194,,,0,,Image,2017-04-24T17:54:40.000Z,FALSE
1.50E+18,,,181,,,1,,Image,2017-04-20T04:53:37.000Z,FALSE
1.51E+18,,,197,,,2,,Image,2017-05-14T17:55:11.000Z,FALSE
1.50E+18,,,113,,,2,,Image,2017-04-25T23:33:00.000Z,FALSE
1.56E+18,,,174,,,0,,Image,2017-07-09T15:57:41.000Z,FALSE
1.50E+18,,,193,,,2,,Image,2017-04-24T12:03:33.000Z,FALSE
1.50E+18,,,171,,,0,,Image,2017-04-25T16:06:58.000Z,FALSE
1.50E+18,,,190,,,0,,Image,2017-04-27T09:20:47.000Z,FALSE
1.50E+18,,,175,,,2,,Image,2017-04-20T05:11:20.000Z,FALSE
1.55E+18,,,136,,,0,,Image,2017-07-05T10:45:43.000Z,FALSE
1.56E+18,,,244,,,3,,Image,2017-07-15T15:36:40.000Z,FALSE
1.57E+18,,tagged_post,178,,,0,,Image,2017-08-02T08:40:37.000Z,FALSE
1.49E+18,,,174,,,6,,Image,2017-04-17T02:55:50.000Z,FALSE
1.50E+18,,,175,,,2,,Image,2017-04-18T02:30:01.000Z,FALSE
1.50E+18,,,169,,,1,,Image,2017-04-19T03:02:42.000Z,FALSE
1.50E+18,,,200,,,4,,Image,2017-04-18T20:44:05.000Z,FALSE
1.49E+18,,,178,,,1,,Image,2017-04-17T04:29:20.000Z,FALSE
